ID,User,date,review,rating,type,sentiment
1,liu7v2h3ha,"2024-04-25 12:27 | Phân loại hàng: Kem,L","Màu sắc: kemChất liệu: vảiĐúng với mô tả: đúngÁo đẹp lắm nha, mặc vừa mà chất vải không nóng đâu, hình thêu đẹp mặc thích lắm. Mình m65 mặc size L thoải mái lắm, nên mua nhé",5,normal,"{'positive':100%,'negative':0%}"
1,q2g_y1k5li,"2024-05-21 19:53 | Phân loại hàng: Kem,M","Chất liệu: vải cũng dày dặn, from đẹp, hình thêu đẹp, không có chỉ thừa, ở ngoài áo đẹp lắm nhaaĐúng với mô tả: giống như hình, nên mua nha mọi ngườiMàu sắc: màu kemÁo đẹp lắm luôn áaa , tag mac đầy đủ, đóng gói cẩn thận, giao hàng nhanh, hình là hình thêu nha",5,normal,"{'positive':100%,'negative':0%}"
1,hma.08032003,"2024-05-10 11:32 | Phân loại hàng: Đen,M","Chất liệu: cottonMàu sắc: đenĐúng với mô tả: đúngGiao hàng nhanh đóng gói cẩn thận, áo vải mát hình thêu dễ thương 100000 điểm nên mua nha",5,normal,"{'positive':90%,'negative':10%}"
1,1pjohow46i,"2024-06-25 09:49 | Phân loại hàng: Hồng,L","Đúng với mô tả: vải mịn đường mai sắc nétChất liệu: mềm mịnMàu sắc: hồngđặt đúng size nhé mặc vô lên from lắmm,đẹp kinh khủng",5,normal,"{'positive':100%,'negative':0%}"
1,13_h00kuup,"2024-07-12 16:53 | Phân loại hàng: Đen,L","Đúng với mô tả: đúngMàu sắc: đenChất liệu: cottonĐẹp nha mọi ngừi, với hơn 100k mua đc cái áo như zạy là ưng ròi 👍🧡",5,normal,"{'positive':100%,'negative':0%}"
1,quyenhoang17,"2024-06-20 22:00 | Phân loại hàng: Đen,XL","Đúng với mô tả: đúngMàu sắc: đenChất liệu: thun cottonÁo mặc chất dày dặn, mình đã mua áo bên 8yo 1 lần và rất ưng nên mua thêm, chiếc này thêu sắc nét, hình xinh xắn và đường chỉ đẹp nhe, k thấy chỉ thừa mà giá rẻ có 139k. Chắc là sắp tới sẽ thành fan bự của 8yo thui 😚",5,normal,"{'positive':95%,'negative':0%}"
1,_d.tzly.18_,"2024-04-21 13:11 | Phân loại hàng: Kem,M","Chất liệu: kh bicMàu sắc: kemĐúng với mô tả: dúngLúc đi chơi là còn có 2 ngày th tưởng giao kh kịp nmaaa ai dè giaoo kịp, áo xinh lắmm🫰🏻",5,normal,"{'positive':70%,'negative':30%}"
1,tran.hong.nhung_595,"2024-05-07 22:51 | Phân loại hàng: Kem,XL","Màu sắc: kemĐúng với mô tả: đúngGiao hàng siu nhanh, hình ảnh mang tính chất nhận xu. Áo xinh lắm nha. Ai muốn mặc rộng thì lấy size to",5,normal,"{'positive':95%,'negative':5%}"
1,minnpuon,"2024-06-12 19:14 | Phân loại hàng: Đen,M","Chất liệu: okĐúng với mô tả: okMàu sắc: okshop giao đúng mẫu minh chon, chất vải cotton mát đúng kiểu mình thích, hình thêu sịn xò, đóng gói kĩ càng nchung oke đẹp ưng!",5,normal,"{'positive':100%,'negative':0%}"
1,maiduyen12,"2024-07-31 10:19 | Phân loại hàng: Xanh,M","Màu xanh xinh iu lắm luôn á. Hình thêu đẹp. Mua qua review của chị HL. Vải mềm, co dãn nhẹ, không mỏng không dày. Form áo rộng, mặc size M vẫn khá to, tay lửng đến gần khuỷu. Packaging chỉn chu. Giá quá tốt so với chất lượng",5,normal,"{'positive':90%,'negative':10%}"
1,hangtran2004,"2024-07-11 12:25 | Phân loại hàng: Đen,L","Chất liệu: chất vải đẹp nhaMàu sắc: đen, size LHình thêu siêu cute, săn live được giá hời, mình m55, 47kg mặc trùm mông, form rộng",5,normal,"{'positive':95%,'negative':5%}"
1,szm0rmwoqu,"2024-06-01 18:45 | Phân loại hàng: Kem,L","Màu sắc: kem tui cho 9/10Chất liệu: vải cotton mềm mịn, mặc mátĐúng với mô tả: đúng,cạp cao, đường may chuẩn, không có chỉ thừa, chữ thêu rõ màu, nói chung là đẹp, hợp ý với mình mong muốn sẽ tương tác với shop nhiều trong time sắp tới 💗💗",5,normal,"{'positive':95%,'negative':5%}"
1,puyen1910,"2024-06-06 20:31 | Phân loại hàng: Kem,M","Chất liệu: vải cottonĐúng với mô tả: thêu đẹp, kĩMàu sắc: màu kem, đenGiao hàng nhanhh, chất liệu vảii quá okii, thêu siu đẹpp✨ Áo với giá nàyy là rẻ lắm nhaaa💗",5,normal,"{'positive':90%,'negative':10%}"
1,lethanhlong1421,"2024-06-18 11:01 | Phân loại hàng: Đen,L",Chất liệu: cotton mềmĐúng với mô tả: đúngMàu sắc: đenVải đẹp nha mn nên mua bữa mình mua trúng hàng fake giá cũng như vậy mà bải nó xâis thôi lun á mọi người nên mua chính hãng nha,5,normal,"{'positive':60%,'negative':40%}"
1,d*****7,"2024-07-29 20:19 | Phân loại hàng: Đen,M",,5,bot,
1,manhne0608,"2024-07-02 12:11 | Phân loại hàng: Hồng,M","Chất liệu: cottonMàu sắc: hồng, đen, xanhNghe theo c HL review nên mua, mà ưng quá trờiii, vải đẹp, đường may đều, ít chỉ thừa, rẻ, mua đến cái t3 rồi ấy, ai cũng khenn 😻",5,normal,"{'positive':90%,'negative':10%}"
1,hanhsino1097,"2024-07-08 21:14 | Phân loại hàng: Đen,M","Đúng với mô tả: okChất liệu: okMàu sắc: đenÁo khá dày dặn, các hình thêu đẹp mình rất thích. Lần sau sẽ trải nghiệm thêm màu khác của shop",5,normal,"{'positive':95%,'negative':5%}"
1,t*****y,"2024-07-18 14:32 | Phân loại hàng: Hồng,L",,5,normal,
1,thuytran2403,"2024-07-15 11:38 | Phân loại hàng: Đen,M","Màu sắc: đenĐúng với mô tả: đúngChất liệu: cotton dày vừa phảiĐường may đẹp, vải thấm hút tốt, màu sắc hài hoà, thêu đẹp, giao nhanh. Nên mua nha, mẫu chấm hỏi trái tim thấy cưng hơn mẫu này, mẫu này không giới hạn độ tuổi ai mặc cũng được 1m52-55kg chọn M vừa nha",5,normal,"{'positive':95%,'negative':5%}"
1,hahahsjs676,"2024-07-12 12:45 | Phân loại hàng: Kem,M","Vải mát, thoáng, thêu đẹp và chắn chắn,chỉ may kĩ, chưa mặc nên cg chưa rõ có dìm da ko. Nhưng mà giá này là quá là ổn. 9,5/10",5,normal,"{'positive':85%,'negative':15%}"
1,m*****9,"2024-06-27 09:35 | Phân loại hàng: Hồng,M",,5,bot,
1,duongthihaiyen_2216,"2024-04-02 22:47 | Phân loại hàng: Kem,L",Đúng với mô tả: ddusngChất liệu: cottonMàu sắc: beGiao hàng nhanh đóng gói cẩn thận . Giá thành vừa túi . Chất lượng k có gì để chê luôn. Thuê sắc nét rất đẹp nên mua,5,normal,"{'positive':100%,'negative':0%}"
1,huye1111,"2024-07-09 18:07 | Phân loại hàng: Kem,L",Đúng với mô tả: ýeMàu sắc: be(kem)Chất liệu: cottonÁo đẹp nhen mng lần đầu trải nghiệm sp của 8yo thấy cj hà linh review nên mua thử nhma là ổn áp săn đc giá hời nx ai 45-48kg mang size M sẽ đẹp hơn nhen,5,normal,"{'positive':80%,'negative':20%}"
1,nguyenthiidieuuthao1234,"2024-04-02 13:41 | Phân loại hàng: Kem,M","Đúng với mô tả: đúng với ảnh shop đăngChất liệu: vải mátMàu sắc: kemGiao hàng nhanh , mua với giá 117k , áo đẹp phết , đơn giản mặc đi học vs đi chơi cũng okila phết",5,normal,"{'positive':95%,'negative':5%}"
1,tranquynhanh968,"2024-03-30 10:44 | Phân loại hàng: Đen,L",Áo xinh sẽ mua lần lần nữa. Giao nhanh shipper tận tình mà còn mua được giá ổn nữa 1m59 mặc size L là đẹp,5,normal,
1,ngnlthkim256,"2024-03-24 13:08 | Phân loại hàng: Đen,XL",Chất liệu: vảiĐúng với mô tả: đúngMàu sắc: đenThật sự mà nói áo ở ngoài rất là đẹp mình mua lần này là lần thứ 12 rồi mặc rất thoải mái và mát nữa mọi người yên tâm mặc sẽ ko bị xù lông nha,5,normal,
1,t*****5,"2024-06-13 02:39 | Phân loại hàng: Đen,XL",,5,bot,
1,t*****6,"2024-07-08 17:04 | Phân loại hàng: Kem,M",,5,bot,
1,tranglng590,"2024-04-08 13:35 | Phân loại hàng: Đen,M","Đúng với mô tả: yesMàu sắc: đenÁo rất đẹp , cái sticker được thêu rất tỉ mỉ và đẹp mắt, chất vải mềm mại, rất đánh tiền để mua nha mọi người 🥰",5,normal,"{'positive':95%,'negative':5%}"
1,nguyenthuyduy1212,"2024-05-03 13:09 | Phân loại hàng: Kem,XL",Màu sắc: kemĐúng với mô tả: giốngChất liệu: OKSản phẩm chất lượng đóng gói cẩn thận giao hàng nhanh chóng mẫu mã đẹp hình thieu rất đẹp vãi OK rất đáng tiền,5,normal,"{'positive':100%,'negative':0%}"
1,t*****4,"2024-04-03 19:31 | Phân loại hàng: Đen,M",,5,bot,
1,t*****7,"2024-03-29 18:15 | Phân loại hàng: Đen,M",,5,bot,
1,cc9h8y2jhc,"2024-04-28 10:55 | Phân loại hàng: Đen,L",Đúng với mô tả: đúngChất liệu: tốtMàu sắc: đenhình thêu sắc nét đẹp nha vải dày mua lần thứ 2 ở shop mà rất chất lượng,5,normal,"{'positive':95%,'negative':5%}"
1,nhung101006,"2024-08-03 09:50 | Phân loại hàng: Đen,L",Chất liệu: ddepjĐúng với mô tả: đúngMàu sắc: đenÁo đẹp lắm mọi người. Ai muốn mặc dài tông thoải mái thì cứ đặt hẳn sz L nha. Mình m63 -46kg. Chất vải mịn và mát k bị mỏng đâu độ dày vừa phải đẹp. Hình thêu tỉ mỉ rất cute. Ủng hộ shop nha mn ơi,5,normal,"{'positive':100%,'negative':0%}"
1,t*****8,"2024-03-22 07:24 | Phân loại hàng: Đen,M",,5,bot,
1,ltuananh694,"2024-04-10 13:56 | Phân loại hàng: Đen,L",,5,normal,
1,kunmaris,"2024-07-07 22:19 | Phân loại hàng: Hồng,M","Đúng với mô tả: đúngMàu sắc: hồng nhạtChất liệu: vải đẹp =))Màu áo như sốp đăng nha mấy ní. Ít chỉ thừa, vải đẹp. Ncl ưng áo lắm, xứng đáng với số tiền bỏ ra nên mua nha mấy ní. T 1m56 mặc size M chùm mông",5,normal,
1,my230806,"2024-05-15 13:01 | Phân loại hàng: Kem,M",Màu sắc: kemĐúng với mô tả: đúngggáo shop này mình mua mấy lần ròi đẹp lắm nha nma vẫn mong shop bỏ giấy thơm huhu,5,normal,
1,thphuong79,"2024-05-14 11:55 | Phân loại hàng: Xanh,L",Màu sắc: Xanh dươngChất liệu: Vải cottonĐúng với mô tả: Đúng như trên hìnhÁo đẹp vải mềm mịn lắm ạ shop thân thiện nhiệt tình mãi iuuuuu. Lần sau sẽ ủng hộ tiếp ạ💗,5,normal,"{'positive':100%,'negative':0%}"
1,8lnx8cgii2,"2024-06-23 10:58 | Phân loại hàng: Hồng,M","Đúng với mô tả: đúngMàu sắc: hồng nhạtChất liệu: khum bicmàu hồng nhạt tuyệt đẹp, chất liệu rất là okla nha mng, đáng mua nhaaa, tui sẽ mua tiếp",5,normal,"{'positive':90%,'negative':10%}"
1,l*****8,"2024-07-25 11:04 | Phân loại hàng: Kem,M",,5,bot,
1,xunanbi886,"2024-06-28 09:57 | Phân loại hàng: Đen,M","Chất liệu: depMàu sắc: depĐúng với mô tả: dungáo đẹp lắm mn ạ,dày dặn nhưng mà ko bị nóng tí nào,mặc thoáng mát,thấm hút mồ hôi tốt,nên mua nhé",5,normal,"{'positive':100%,'negative':0%}"
1,lbm_2s64h0,"2024-07-07 11:45 | Phân loại hàng: Đen,L",Chất liệu: mátĐúng với mô tả: đúngMàu sắc: đenÊ áo đẹp kinh lun á kiểu nó mát mà chất k mỏng cx k dày kiểu lên form chuẩn rất thích nha mà giao cx nhanh nx sẽ mua lại,5,normal,
1,zinzin0303,"2024-06-17 14:33 | Phân loại hàng: Hồng,M","Đúng với mô tả: cóMàu sắc: hồngChất liệu: cottonáo xinh, cute hình thêu đẹp. Chuẩn màu sắc và from áo màu hồng rất iu. Sẽ ủng hộ shop lần sau",5,normal,"{'positive':95%,'negative':5%}"
1,changleemoon,"2024-07-12 10:50 | Phân loại hàng: Kem,M","Màu sắc: beĐúng với mô tả: đúngGiao hàng nhanh, đóng gói cẩn thận. Lúc mik mua đag có deal vs mã giảm nên săn đc giá rất hời. Áo xinh lắm luôn. Nên mua nên mua",5,normal,"{'positive':100%,'negative':0%}"
1,dr2yy1s5n9,"2024-05-28 12:02 | Phân loại hàng: Kem,XL",Đúng với mô tả: okChất liệu: thunMàu sắc: beM đi khog biết rồi em đi ngủ đây em là cục vàng của em đi ngủ đây mai còn phải làm gì đó em đi chơi với anh đi chơi đi,5,normal,
1,b*****3,"2024-03-30 17:19 | Phân loại hàng: Kem,M",,5,bot,
1,n*****3,"2024-05-06 16:26 | Phân loại hàng: Kem,M",,5,bot,
1,p*****9,"2024-06-28 21:59 | Phân loại hàng: Đen,L",,5,normal,
1,o*****h,"2024-06-28 10:33 | Phân loại hàng: Đen,M",,5,normal,
1,nguyen_anh_tuyet.0508,"2024-07-23 10:37 | Phân loại hàng: Kem,M","Áo đẹp nha mng, khá chất lượngg ạ Chất dày dặn k bị mỏng quá, lên from xinh khá ổn so với giá còn 102k nhận hàng ưng nhé Màu be ngoài hơi ngả vàng nhiều quá mặc thoải mái Đóng gói cẩn thận nên muaaaa",5,normal,"{'positive':80%,'negative':20%}"
1,58k25_mw5y,"2024-06-29 20:17 | Phân loại hàng: Kem,M",Đúng với mô tả: đúngMàu sắc: kem đẹp nha mnChất liệu: vải tốt như shop chụp lênShop chuẩn bị hàng nhanh giao 2 ngày là tới r. Người nào cao m5 như tui thì thấy hơi dài nha,5,normal,
1,truc_cao,"2024-03-12 22:54 | Phân loại hàng: Đen,L","Giao hàng nhanh, chất vải khá ổn, áo xinh á mn nhưg cổ hơi caoo á",5,normal,"{'positive':80%,'negative':20%}"
1,d*****8,"2024-07-01 15:55 | Phân loại hàng: Hồng,XL",,5,bot,
1,tuyttriu929,"2024-07-26 18:39 | Phân loại hàng: Hồng,L",Chất liệu: vairĐúng với mô tả: đúngMàu sắc: xinhGiao nhanh giá cx ổn size l mặc thoải mái lắm nha nhma tui lỡ đặt nhầm màu m55 mặc trùm mông thoải mái,5,normal,"{'positive':90%,'negative':10%}"
1,phuongan0902,"2024-07-01 22:31 | Phân loại hàng: Đen,M",Chất liệu: vải thunĐúng với mô tả: màu sắc và kiểu dáng y hình mấy hình trên áo là thun xịn xò con bò lun nha from áo đẹp xuất sắcMàu sắc: màu đen mặc tôn da với nhìn gọn ng nữaM60 50kg mặc vừa qua mông khá thoải mái . K có tấm hình nào bth hết mn coi đở nha🤣,5,normal,
1,k*****s,"2024-04-23 08:42 | Phân loại hàng: Đen,XL",,5,normal,
1,t*****o,"2024-04-14 14:18 | Phân loại hàng: Kem,M",,5,bot,
1,kimthithuhuyen,"2024-04-10 23:24 | Phân loại hàng: Đen,M","Giao hàng nhanh, chất lượng tốt, sẽ ủng hộ tiếp vào lần sau :))",5,normal,"{'positive':100%,'negative':0%}"
1,vuong_365,"2024-03-27 13:19 | Phân loại hàng: Kem,M",Đúng với mô tả: đúngChất liệu: thunÁo đúng đẹp luôn mn Mua đc giảm nữa chứ Shop bán uy tín qá,5,normal,"{'positive':90%,'negative':10%}"
1,jjvjhhktsy,"2024-07-24 07:45 | Phân loại hàng: Kem,M","Đúng với mô tả: đúngMàu sắc: beChất liệu: cottonÁo mặc vừa vặn,xinh xỉu luôn,giao hàng nhanh mà shop tư vấn cũng nhiệt tình rất hài lòng",5,normal,"{'positive':100%,'negative':0%}"
1,tb5r_2p1wj,"2024-04-08 11:40 | Phân loại hàng: Kem,M","Màu sắc: KemĐúng với mô tả: ĐúngVải đẹp, giao hàng nhanh 🫰",5,normal,"{'positive':100%,'negative':0%}"
1,_nhuyn03,"2024-07-09 21:31 | Phân loại hàng: Đen,M",Màu sắc: ddenChất liệu: 0 biếtĐúng với mô tả: siêu đúngÁo đẹp lắm mà săn đc rẻ nên mê lắm Hình thêu siêu chắc mà bền nữa Vải mát lắm nên mua nhe,5,normal,
1,loannguyen629,"2024-07-10 14:51 | Phân loại hàng: Kem,M","Màu sắc: kemChất liệu: vảiĐúng với mô tả: dr với mô tảVải đẹp ,from rộng chuẩn ,màu sắc đẹp ,vải dày dặn lém nha,mọi người nên mua không có j để chê dc lun á",5,normal,"{'positive':100%,'negative':0%}"
1,tu6mn5gwdk,"2024-04-26 12:59 | Phân loại hàng: Xanh,L","Màu sắc: xanhChất liệu: cottonĐúng với mô tả: đúngÁo xinh lắm mng, hình thêu chắc, ko có chỉ thừa, shipper giao hàng nhanh",5,normal,"{'positive':100%,'negative':0%}"
1,h*****8,"2024-04-21 10:12 | Phân loại hàng: Kem,M",,5,normal,
1,4b2xlb6z1r,"2024-07-08 14:39 | Phân loại hàng: Đen,L",Thật sự với cái giá này mà được quá áo ngon ghê nhìn đánh giá một sao cứ sợ sợ mà mình phải công nhận theo mình là đẹp và from đỉnh nha,5,normal,
1,cotien1306,"2024-07-07 21:11 | Phân loại hàng: Hồng,L",Chất liệu: vảiĐúng với mô tả: đúngMàu sắc: hồngÁo đẹp lắm nha. Size rộng nha. Mn đặt nên cân nhắc để k về sẽ bị rộng á. Giao hàng nhanh. Sẽ ủng hộ shop nx,5,normal,"{'positive':85%,'negative':15%}"
1,gianghhaaaaa,"2024-05-02 23:02 | Phân loại hàng: Hồng,M","Chất liệu: fabricĐúng với mô tả: đúmMàu sắc: hồng phấntrời ôi ta nói nó xinhhhh,xinh điên luôn,làm da mặt t trắng hơn 7749 lần:)))’",5,normal,"{'positive':90%,'negative':10%}"
1,myytraa474,"2024-07-13 10:25 | Phân loại hàng: Kem,L",,5,normal,
1,ngoclinh.0301,"2024-04-05 10:20 | Phân loại hàng: Kem,M",Màu sắc: kemĐúng với mô tả: okgiao nhanh xem video shoppe đc mã siêu hời hihi áo thun chất đẹp dày dặn ạ,5,normal,"{'positive':95%,'negative':5%}"
1,ngochien17122006,"2024-04-14 21:40 | Phân loại hàng: Đen,M",Đúng với mô tả: đúngMàu sắc: đenChất liệu: cottonÁo đẹp vải from đẹp,5,normal,
1,linhnguyn119,"2024-07-11 12:11 | Phân loại hàng: Đen,M",Màu sắc: đenĐúng với mô tả: cóChất liệu: cottonÁo đẹp mặc mát đóng gói cẩn thận hình 100% là thêu nên ko sợ bị bong tróc,5,normal,
1,lannguyenn86,"2024-06-20 19:01 | Phân loại hàng: Đen,L","Chất liệu: đẹpVải đẹp hình in rõ nét , dễ thương Áo rộng rãi, thoải mái Vải mát Bền Giá rẻ , hàng rất ok Mọi người nên mua nha",5,normal,"{'positive':100%,'negative':0%}"
1,cammnhuu205,"2024-04-23 13:06 | Phân loại hàng: Đen,XL","Màu sắc: ddenChất liệu: vải đenĐúng với mô tả: depxứng đáng mua nha mn áo đẹp lắm ạ , lên form đẹp kinhh",5,normal,"{'positive':90%,'negative':0%}"
1,lytaucne2t,"2024-07-05 15:58 | Phân loại hàng: Đen,M","Áo siu đẹp mn ơi, thật sự đáng tiền lắm nha! Chất vải mặc mát, thêu đẹp, ko thấy có chỉ thừa. Lên from ổn nha mn. Sẽ quay lại ủng hộ!",5,normal,"{'positive':100%,'negative':0%}"
1,vaz1jix_2v,"2024-07-29 11:07 | Phân loại hàng: Đen,L",Áo đẹp lắm dày dặn giá này như vâyh là quá okeeeee luôn 10000 điểm thêu tỉ mỉ đẹp chắc lắm giặc máy vô tư nên mua nha mn mình mua tặng nên k có hình đc nhưng đẹp cực,5,normal,"{'positive':95%,'negative':5%}"
1,8bme1evqwq,"2024-07-26 07:35 | Phân loại hàng: Đen,L","Đúng với mô tả: đúng với mô tảChất liệu: không btMàu sắc: đenáo rất đẹp, vãi cũng đẹp mọi người nên mua",5,normal,
1,loannguyen629,"2024-07-09 22:01 | Phân loại hàng: Kem,M","Đúng với mô tả: dr với miêu taMàu sắc: kemChất liệu: vảiSản phẩm đẹp vải dày dặn mặc lên ko nóng ,nói chung là xinh lém nha mấy bạn",5,normal,"{'positive':90%,'negative':10%}"
1,tranglth446,"2024-05-12 20:41 | Phân loại hàng: Đen,M",Màu sắc: mau denĐúng với mô tả: đúng đẹp áo dày hình thêu nói chung là xinhChất liệu: vải nhungNên mua,5,normal,"{'positive':90%,'negative':10%}"
1,thanhvan._00,"2024-07-18 18:08 | Phân loại hàng: Đen,L",Chất liệu: vaiĐúng với mô tả: đúng đúngMàu sắc: đenRất đẹp nha áo mặc rất mát mẻ Em có thể gửi cho em biết rồi nhé chị,5,normal,
1,yphamnhu622,"2024-06-07 14:38 | Phân loại hàng: Hồng,XL",Đúng với mô tả: đúngMàu sắc: hồng nhạtChất liệu: vảiĐẹp nhe lần đầu mua mà quá oce luôn nt shop rep trl tn nhanh nhiệt tình tui 90kg mặc vừa nheeee ko ôm đâu áo ko quá mỏng cũng ko dày,5,normal,"{'positive':95%,'negative':5%}"
1,srk5uc6x4r,"2024-07-29 20:40 | Phân loại hàng: Kem,M",Đúng với mô tả: giao hàng đầy đủ đường may ổn xem đánh giá của c hà linh nên mua chưa mặc kb mát kMàu sắc: màu kem k quá mỏng size m trông khá to r,5,normal,"{'positive':70%,'negative':30%}"
1,lanoanhhong,"2024-06-08 22:01 | Phân loại hàng: Kem,XL","áo siêu siêu đẹp nhé ạ , giá rẻ mà chất lượng dữ lắm nên mua ạa hihi",5,normal,"{'positive':100%,'negative':0%}"
1,bebumiumiu,"2024-07-05 21:50 | Phân loại hàng: Kem,L","Màu sắc: đẹpChất liệu: cotton pha nilonHàng chất cũng tạm ổn, muốn đẹp xuất sắc thì chắc giá sẽ phải đắt hơn. form rộng nên mọi ng lấy vừa size thôi nha.",5,normal,"{'positive':80%,'negative':20%}"
1,0gysz5pbu0,"2024-07-28 10:58 | Phân loại hàng: Đen,M","Đúng với mô tả: đúngMàu sắc: đenHình in đẹp , ko có chỉ thừa , chất vải đẹp , ko biết có xù không nữa",5,normal,
1,o4bu5qzlai,"2024-07-12 15:25 | Phân loại hàng: Đen,M","Màu sắc: đenáo đẹp lắm mn ơi vải mịn cực, mặc kh bị nóng đâu, các hình dc thêu nên rất chắc chắn và khó bị bung, lúc đầu mình mua size M mà hơi ngắn nt shop đổi lại, shop thận thiện rep tn nhanhh cho 100đ, mình cao m58 nặng 50kg mặc size L qua mông nhâ, giao hàng nhanh rất rcm mn nên mua nhê😘",5,normal,
1,hsanjm_m60,"2024-07-16 12:06 | Phân loại hàng: Kem,M",Đúng với mô tả: from chuan mauf dep hinh theu xiu xink lunMàu sắc: giống mẫuChất liệu: cottron mát mẻNên mua nha dáng from rổng ạ tớ m6 45 kg mà mặc size nhỏ nhất là qua mông r,5,normal,"{'positive':90%,'negative':10%}"
1,tienaga,"2024-06-29 16:44 | Phân loại hàng: Kem,M",Áo xinh mà người t hơi nhỏ nên lọt trong áo luôn. 10 đỉm nhé từ chất áo đến kiểu dáng đều đẹp,5,normal,
1,b*****5,"2024-07-12 12:05 | Phân loại hàng: Đen,M",,5,normal,
